user_id,registration_import_datetime,user_gender,user_age,user_occupation,user_income_range,referral_code_used,user_income_source,end_of_month_invested_amount,total_buy_amount,total_sell_amount
4420397,2021-10-23 20:09:42,Female,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4417678,2021-10-23 14:39:44,Male,19,Others,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4438634,2021-10-25 15:51:36,Female,19,Pelajar,< 10 Juta,,Tabungan,0,0,0
4433939,2021-10-25 09:26:21,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4414291,2021-10-23 14:39:48,Male,19,Pelajar,< 10 Juta,,Hasil Investasi,0,0,0
4417863,2021-10-26 09:46:03,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4428762,2021-10-24 15:52:42,Female,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4420441,2021-10-23 21:34:10,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4437257,2021-10-25 13:24:35,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4453024,2021-10-27 02:14:41,Male,19,Pelajar,< 10 Juta,,Lainnya,0,0,0
4422062,2021-10-24 00:32:31,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4416665,2021-10-24 12:22:14,Male,19,Swasta,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4417364,2021-10-23 15:06:53,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4436388,2021-10-25 12:08:20,Female,19,Pelajar,< 10 Juta,used referral,Dari Suami / istri,0,0,0
4449996,2021-10-26 18:21:52,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4412038,2021-10-23 20:55:43,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4418455,2021-10-23 16:35:16,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4419938,2021-10-23 19:00:31,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4422581,2021-10-24 13:09:25,Female,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4411360,2021-10-23 15:20:01,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4456044,2021-10-27 10:12:49,Male,19,Pelajar,< 10 Juta,,Keuntungan Bisnis,0,0,0
4449852,2021-10-26 17:58:38,Male,19,Pelajar,< 10 Juta,used referral,Hasil Investasi,0,0,0
4443398,2021-10-26 02:59:37,Male,19,Others,< 10 Juta,used referral,Gaji,0,0,0
4455751,2021-10-27 09:55:34,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4455269,2021-10-27 09:16:40,Female,19,Others,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4427449,2021-10-24 13:17:07,Male,19,Pelajar,< 10 Juta,used referral,Hasil Investasi,0,0,0
4444566,2021-10-26 10:01:06,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4450459,2021-10-26 18:47:38,Female,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4455230,2021-10-27 09:16:40,Male,19,Pelajar,< 10 Juta,,Lainnya,0,0,0
4446421,2021-10-26 11:39:15,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4447657,2021-10-26 17:58:42,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4447923,2021-10-26 14:20:33,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4433332,2021-10-25 05:12:38,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4442959,2021-10-26 01:21:08,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Dari Orang Tua / Anak,0,0,0
4424744,2021-10-24 08:49:37,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4417395,2021-10-23 16:22:19,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4410794,2021-10-22 23:40:08,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4431766,2021-10-27 11:57:19,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4431599,2021-10-24 22:21:57,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4447105,2021-10-26 12:49:39,Male,19,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4411700,2021-10-23 01:27:48,Male,19,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4129922,2021-09-24 01:44:10,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4207807,2021-10-03 09:39:16,Female,19,Pelajar,< 10 Juta,,Hasil Investasi,0,0,0
4113579,2021-09-23 01:16:51,Male,19,Pelajar,< 10 Juta,used referral,Gaji,10000,0,0
4165569,2021-09-28 13:42:00,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4200309,2021-10-02 15:18:16,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4216805,2021-10-07 13:48:44,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4217175,2021-10-04 18:41:21,Male,19,Others,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4129713,2021-09-24 01:11:58,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4148615,2021-09-26 09:01:54,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4239694,2021-10-06 20:07:18,Male,19,Others,< 10 Juta,,Gaji,0,0,0
4158254,2021-10-14 16:59:06,Male,19,Others,< 10 Juta,used referral,Gaji,0,0,0
4225806,2021-10-05 12:27:44,Female,19,Others,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4179075,2021-09-30 00:19:25,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4194648,2021-10-02 17:39:06,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4206826,2021-10-08 09:08:43,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4134138,2021-09-24 14:43:46,Male,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,10000,0,0
4123385,2021-09-23 08:29:12,Female,19,Pelajar,< 10 Juta,,Tabungan,10000,0,0
4152641,2021-09-26 20:01:42,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4154227,2021-09-27 12:30:14,Male,19,Pelajar,< 10 Juta,used referral,Tabungan,0,0,0
4209553,2021-10-03 13:15:30,Male,19,Pelajar,< 10 Juta,used referral,Lainnya,0,0,0
4185082,2021-09-30 17:23:36,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4168462,2021-09-28 20:20:51,Male,19,Pelajar,< 10 Juta,used referral,Hasil Investasi,0,0,0
4203410,2021-10-02 18:57:01,Male,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4220733,2021-10-04 23:53:02,Female,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4181263,2021-09-30 08:23:18,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4190095,2021-10-05 11:59:32,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4237887,2021-10-06 15:58:08,Male,19,Pelajar,< 10 Juta,,Keuntungan Bisnis,0,0,0
4159167,2021-09-27 17:21:32,Female,19,Pelajar,< 10 Juta,used referral,Gaji,10000,0,0
4242705,2021-10-07 02:29:41,Male,19,Swasta,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4243121,2021-10-07 08:51:09,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4157596,2021-10-15 11:06:26,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4192113,2021-10-01 14:15:07,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4150049,2021-09-26 12:42:41,Male,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,200000,0,0
4245302,2021-10-07 10:43:28,Male,19,Pelajar,< 10 Juta,used referral,Tabungan,0,0,0
4132788,2021-09-24 15:09:46,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,200000,0,0
4148175,2021-10-20 18:16:43,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4220236,2021-10-04 23:52:44,Male,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4152589,2021-09-28 15:02:47,Female,19,Pelajar,< 10 Juta,used referral,Tabungan,0,0,0
4147027,2021-09-28 17:26:46,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4177359,2021-09-29 22:21:53,Male,19,Others,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4179169,2021-09-30 13:43:36,Female,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4191830,2021-10-01 13:26:53,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4129235,2021-09-23 23:18:06,Male,19,Pelajar,< 10 Juta,used referral,Gaji,30000,0,0
4131920,2021-09-24 09:11:11,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,20000,0,0
4182303,2021-09-30 10:59:24,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4212894,2021-10-06 08:34:53,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4193871,2021-10-01 16:49:55,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4220367,2021-10-04 23:52:42,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4231690,2021-10-09 00:09:36,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4145810,2021-09-26 04:19:32,Male,19,Pelajar,< 10 Juta,used referral,Gaji,10000,0,0
4227074,2021-10-06 14:55:58,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4160736,2021-09-27 20:56:26,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,100000,0,0
4214726,2021-10-04 05:14:11,Female,19,Others,< 10 Juta,,Gaji,0,0,0
4210470,2021-10-05 17:02:50,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4238821,2021-10-06 17:12:02,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4220923,2021-10-04 23:53:21,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4152427,2021-09-26 18:45:04,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,100000,0,0
4177365,2021-09-29 22:21:53,Male,19,Pelajar,< 10 Juta,,Keuntungan Bisnis,0,0,0
4237955,2021-10-06 19:39:07,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4150770,2021-09-26 14:35:33,Male,19,Pelajar,< 10 Juta,used referral,Bunga Simpanan,10000,0,0
4157384,2021-09-27 12:30:13,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4155060,2021-09-27 02:53:51,Female,19,Others,< 10 Juta,,Dari Orang Tua / Anak,220000,20000,0
4179209,2021-09-30 01:21:59,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4151845,2021-09-26 17:22:44,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4169929,2021-10-06 09:17:50,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4196529,2021-10-02 06:03:11,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4141910,2021-09-25 22:02:54,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4183628,2021-09-30 13:27:14,Male,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4222066,2021-10-05 03:31:58,Female,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4195576,2021-10-01 21:18:01,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4182949,2021-09-30 12:28:39,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4234411,2021-10-06 10:05:12,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4210667,2021-10-03 16:26:05,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4210449,2021-10-04 15:51:42,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4138782,2021-09-25 19:26:16,Male,19,Pelajar,< 10 Juta,used referral,Lainnya,10000,0,0
4135187,2021-09-24 16:09:38,Male,19,Pelajar,< 10 Juta,used referral,Tabungan,25000,0,0
4192153,2021-10-02 11:22:40,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4211455,2021-10-03 18:07:13,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4237120,2021-10-06 14:22:21,Female,19,Pelajar,< 10 Juta,,Lainnya,0,0,0
4185379,2021-10-01 14:15:14,Male,19,Pelajar,< 10 Juta,,Tabungan,0,0,0
4248505,2021-10-07 15:30:53,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4182555,2021-09-30 11:27:59,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4245004,2021-10-07 10:43:29,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4143567,2021-09-26 10:42:05,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4168476,2021-09-28 20:20:51,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4149202,2021-09-26 10:42:00,Male,19,Pelajar,< 10 Juta,used referral,Gaji,10000,0,0
4114273,2021-09-22 01:42:30,Male,19,Pelajar,< 10 Juta,,Gaji,100000,0,0
4237668,2021-10-06 19:14:54,Female,19,Pelajar,< 10 Juta,used referral,Lainnya,0,0,0
4232304,2021-10-06 02:56:41,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4157504,2021-09-27 13:13:40,Male,19,Pelajar,< 10 Juta,,Tabungan,10000,0,0
4242518,2021-10-07 02:05:27,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4116631,2021-09-22 11:46:56,Female,19,Pelajar,< 10 Juta,used referral,Gaji,10000,10000,-10000
4228176,2021-10-05 16:34:02,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4178464,2021-09-29 23:09:32,Female,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4210097,2021-10-03 14:51:49,Male,19,Pelajar,< 10 Juta,,Lainnya,0,0,0
4156071,2021-09-27 09:16:07,Female,19,Others,< 10 Juta,,Gaji,0,0,0
4117360,2021-09-23 10:30:14,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4217636,2021-10-05 11:59:31,Male,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4174657,2021-09-30 09:08:05,Female,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4201224,2021-10-02 16:06:37,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4207944,2021-10-04 15:52:02,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4142962,2021-09-25 23:59:35,Male,19,Pelajar,< 10 Juta,used referral,Gaji,10000,0,0
4181788,2021-09-30 09:40:30,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4152141,2021-09-26 18:02:57,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4186660,2021-09-30 20:54:58,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4209300,2021-10-03 12:39:47,Female,19,Pelajar,< 10 Juta,used referral,Hasil Investasi,0,0,0
4162795,2021-09-28 05:44:12,Male,19,Others,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4143651,2021-09-25 23:59:18,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,5000000,0,0
4118689,2021-09-22 16:23:27,Female,19,Others,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4236596,2021-10-06 13:36:54,Female,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4233947,2021-10-06 10:20:19,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4113687,2021-09-23 09:53:37,Male,19,Others,< 10 Juta,used referral,Gaji,0,0,0
4185173,2021-09-30 17:23:34,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4140618,2021-09-25 21:19:53,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,10000,0,0
4193797,2021-10-01 16:38:30,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4120516,2021-09-22 20:43:08,Female,19,Others,< 10 Juta,used referral,Dari Suami / istri,10000,0,0
4161245,2021-09-27 22:40:08,Male,19,Others,< 10 Juta,used referral,Gaji,10000,0,0
4210321,2021-10-03 15:31:25,Female,19,Pelajar,< 10 Juta,,Gaji,0,0,0
4247091,2021-10-07 12:40:05,Male,19,Pelajar,< 10 Juta,used referral,Tabungan,0,0,0
4200862,2021-10-04 15:52:17,Female,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4180029,2021-09-30 09:00:45,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4212878,2021-10-04 10:19:47,Male,19,Swasta,< 10 Juta,used referral,Hasil Investasi,0,0,0
4134179,2021-09-24 13:57:50,Male,19,Pelajar,< 10 Juta,used referral,Gaji,10000,0,0
4202436,2021-10-09 00:09:36,Male,19,Pelajar,< 10 Juta,,Dari Orang Tua / Anak,0,0,0
4158143,2021-09-27 16:32:41,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4118566,2021-09-22 15:56:46,Male,19,Pelajar,< 10 Juta,,Tabungan,100000,0,0
4181522,2021-09-30 09:00:44,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0,0
4154925,2021-09-27 10:18:42,Male,19,Others,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4208909,2021-10-03 11:43:31,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4211700,2021-10-04 10:19:59,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4117043,2021-09-27 13:13:42,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Dari Orang Tua / Anak,100000,0,0
4227517,2021-10-05 16:19:03,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4182323,2021-09-30 11:08:36,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4186546,2021-09-30 20:27:25,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4156561,2021-09-27 17:05:22,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,100000,0,0
4232850,2021-10-06 05:29:08,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4211283,2021-10-04 10:20:02,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4243092,2021-10-07 03:38:49,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4192723,2021-10-01 15:16:50,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4200627,2021-10-02 15:18:08,Female,19,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4173320,2021-09-29 10:47:02,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Dari Orang Tua / Anak,0,0,0
4137502,2021-09-25 21:19:56,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
4200384,2021-10-02 15:18:14,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4184276,2021-09-30 15:45:34,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4198746,2021-10-02 09:13:55,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4182879,2021-09-30 12:53:43,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Dari Orang Tua / Anak,0,0,0
4232330,2021-10-06 13:52:48,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4140061,2021-09-27 17:41:47,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,100000,0,0
4129689,2021-09-24 01:11:59,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,10000,0,0
4147804,2021-09-26 06:11:30,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4121298,2021-09-22 23:44:20,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,0
4157678,2021-09-27 13:13:36,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Dari Orang Tua / Anak,100000,0,0
4153257,2021-09-27 17:53:17,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4240096,2021-10-06 23:13:40,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4125921,2021-09-23 15:08:19,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0,-10000
4210451,2021-10-04 15:51:42,Male,19,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4193180,2021-10-01 15:30:20,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4186393,2021-09-30 20:54:58,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4160830,2021-09-27 21:26:46,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4228694,2021-10-05 19:12:41,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4213574,2021-10-04 02:37:39,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4181663,2021-09-30 09:22:25,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Dari Orang Tua / Anak,0,0,0
4138341,2021-09-25 20:05:16,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,10000,0,0
4158240,2021-09-27 14:44:12,Male,19,Others,Rp 10 Juta - 50 Juta,used referral,Gaji,100000,0,0
4149344,2021-09-26 11:01:31,Female,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,10000,0,0
4150578,2021-09-26 13:58:28,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4158732,2021-09-27 16:13:54,Male,19,Pelajar,Rp 10 Juta - 50 Juta,,Gaji,0,0,0
4241094,2021-10-06 21:28:32,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0,0
4123391,2021-09-23 08:35:28,Male,19,Others,Rp 10 Juta - 50 Juta,used referral,Tabungan,0,0,0
4247238,2021-10-07 14:06:29,Male,19,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4148169,2021-09-26 07:48:36,Female,19,Pelajar,> Rp 50 Juta - 100 Juta,,Gaji,100000,0,0
4243020,2021-10-07 03:21:34,Male,19,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,0,0,0
4184069,2021-09-30 15:24:08,Male,19,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,0,0,0
4129725,2021-09-24 11:42:02,Male,19,Pelajar,> Rp 50 Juta - 100 Juta,,Keuntungan Bisnis,0,0,0
4117900,2021-09-22 15:20:16,Male,19,Swasta,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4210164,2021-10-04 15:51:44,Male,19,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,0,0,0
4224119,2021-10-05 11:06:55,Male,19,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0,0
4177571,2021-09-29 22:51:09,Male,19,Pelajar,> Rp 100 Juta - 500 Juta,used referral,Keuntungan Bisnis,0,0,0
4122513,2021-10-24 01:49:36,Male,19,Pelajar,> Rp 100 Juta - 500 Juta,,Lainnya,0,0,0
4076094,2021-09-17 08:17:14,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,195000,70000,-250000
4087884,2021-09-19 10:39:50,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
4110097,2021-09-21 15:31:34,Male,19,Pelajar,< 10 Juta,,Warisan,0,0,-10000
3987356,2021-09-06 08:17:03,Male,19,Pelajar,< 10 Juta,,Gaji,280000,180000,0
4053611,2021-09-14 13:12:55,Female,19,Pelajar,< 10 Juta,,Undian,200000,100000,0
4072060,2021-09-16 17:55:51,Male,19,Pelajar,< 10 Juta,used referral,Undian,20000,0,0
4048314,2021-09-13 20:57:36,Male,19,Pelajar,< 10 Juta,,Tabungan,0,0,0
4010036,2021-09-09 07:14:16,Male,19,Pelajar,< 10 Juta,,Undian,0,0,-100000
4010832,2021-09-09 10:08:33,Male,19,Pelajar,< 10 Juta,used referral,Undian,0,0,-10000
4024962,2021-09-11 13:14:48,Male,19,Pelajar,< 10 Juta,used referral,Undian,0,0,-10000
4047947,2021-09-13 20:24:16,Male,19,Pelajar,< 10 Juta,used referral,Undian,125000,25000,0
3968216,2021-09-05 16:58:01,Male,19,Pelajar,< 10 Juta,,Undian,850000,400000,0
4074790,2021-09-17 00:49:31,Male,19,Pelajar,< 10 Juta,,Gaji,19887,29887,-20000
4092635,2021-09-19 12:09:48,Male,19,Pelajar,< 10 Juta,,Gaji,10000,0,0
4085646,2021-09-18 12:15:51,Female,19,Pelajar,< 10 Juta,,Gaji,200000,100000,0
4032279,2021-09-12 04:04:36,Male,19,Pelajar,< 10 Juta,used referral,Undian,1530000,25000,-495000
3958859,2021-09-02 11:27:10,Male,19,Pelajar,< 10 Juta,,Undian,100000,300000,-300000
4028861,2021-09-23 02:28:48,Male,19,Others,< 10 Juta,used referral,Gaji,10000,0,0
4002196,2021-09-08 01:50:54,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0,0
4012115,2021-09-09 13:34:25,Male,19,Pelajar,< 10 Juta,,Gaji,1100000,1100000,0
3993640,2021-09-12 18:02:46,Male,19,Others,< 10 Juta,,Gaji,1500000,500000,-500000
3972775,2021-09-04 03:49:17,Male,19,Pelajar,< 10 Juta,,Undian,0,0,-100000
4056633,2021-09-14 20:23:43,Male,19,Pelajar,< 10 Juta,,Undian,0,0,0
4068711,2021-09-16 11:05:47,Male,19,Pelajar,< 10 Juta,,Undian,0,0,0
4096962,2021-09-19 19:31:08,Female,19,Pelajar,< 10 Juta,used referral,Gaji,10000,0,0
3973868,2021-09-04 09:34:34,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,10000,0,0
3959836,2021-09-02 13:49:25,Female,19,Others,< 10 Juta,used referral,Undian,200000,100000,0
3989183,2021-09-07 02:30:29,Male,19,Pelajar,< 10 Juta,,Gaji,100000,0,0
3985158,2021-09-14 11:05:29,Male,19,Pelajar,< 10 Juta,used referral,Undian,0,10000,-20000
4034283,2021-09-12 11:22:21,Female,19,Pelajar,< 10 Juta,used referral,Gaji,0,0,0
3993118,2021-09-14 16:46:30,Male,19,Pelajar,< 10 Juta,,Undian,30000,20000,0
